,id,original_language,overview,title,actors,directors,genres,production_companies
588,2604,en,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",Born on the Fourth of July,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava', 'Holly Marie Combs', 'Kyra Sedgwick', 'Tom Berenger', 'Rob Camilletti', 'Stephen Baldwin', 'Mark Moses', 'Vivica A. Fox', 'Lili Taylor', 'Jerry Levine', 'Frank Whaley', 'Willem Dafoe', 'Josh Evans', 'Bob Gunton', 'Cordelia González', 'Tony Frank', 'Jayne Haynes', 'Anne Bobby', 'Richard Panebianco', 'Tom Sizemore', 'Michael Wincott', 'Mike Starr', 'Ed Lauter', 'Daniel Baldwin', 'Brian Tarantina', 'Dale Dye', 'Norma Moore', 'Stacey Moseley', 'Oliver Stone', 'Sean Stone', 'Jenna von Oy', 'Ellen Pasternack', 'Joy Zapata', 'John Getz', 'David Warshofsky', 'Jason Gedrick', 'Bill Allen', 'William Baldwin', 'Claude Brooks', 'James Le Gros', 'William Mapother', 'Byron Minns', 'Markus Flanagan', 'R. D. Call', 'Corkey Ford', 'Rocky Carroll', 'Chris Pedersen', 'David Herman', 'Bruce MacVittie', 'Damien Leake', 'David Neidorf', 'Paul Sanchez', 'Billie Neal', 'Richard Poe', 'Jake Weber', 'Reg E. Cathey', 'Edie Brickell', 'Joseph P. Reidy', 'Beau Starr', 'Rick Masters', 'John Del Regno', 'Melinda Renna', 'Andrew Lauer', 'Ivan Kane', 'J.R. Nutt', 'Begonya Plaza', 'Edith Diaz', 'Anthony Pena', 'Peter Crombie', 'Ken Osborne', 'Alan Toy', 'Chuck Pfeiffer', 'William Wallace', 'Eagle-Eye Cherry', 'Frank Cavestani', 'John William Galt', 'Jack McGee', 'Jodi Long', 'Michelle Hurst', 'John C. McGinley', 'Wayne Knight', 'Elizabeth Hoffman', 'Lucinda Jenney', 'Annie McEnroe', 'Réal Andrews', 'Theresa Bell', 'Dean Denton', 'Ron Kovic', 'Delia Sheppard', 'Nick Nicholson', 'Henry Strzalkowski', 'Norman D. Wilson', 'Frank Girardeau']",['Oliver Stone'],"['Drama', 'War']","['Universal Pictures', 'Ixtlan']"
589,107,en,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",Snatch,"['Benicio del Toro', 'Dennis Farina', 'Vinnie Jones', 'Brad Pitt', 'Rade Serbedzija', 'Jason Statham', 'Alan Ford', 'Mike Reid', 'Robbie Gee', 'Lennie James', 'Ewen Bremner', 'Jason Flemyng', 'Ade', 'William Beck', 'Andy Beckwith', 'Jason Buckham', 'Mickey Cantwell', 'Nicola Collins', 'Teena Collins', 'Charles Cork', 'James Cunningham', 'Sorcha Cusack', 'Mickey Dee', 'Sam Douglas', 'Adam Fogerty', 'Goldie', 'Stephen Graham', 'Sid Hoare', 'Ronald Isaac', 'Chuck Julian', 'Dave Legeno', 'Eric Meyers', 'Jason Ninh Cao', ""Paul O'Boyle"", 'Jimmy Roussounis', 'Sidney Sedin', 'Trevor Steedman', 'Yuri Stepanov', 'Peter Szakacs', 'John Taheny', 'Mick Theo', 'Andy Till', 'Velibor Topic', 'Scott Welch', 'Michael Hughes', 'Liam McMahon', 'James Warren', 'Austin Drage', 'Liam Donaghy', 'Joe Williams', 'John Farnell', 'Shaun Pearson', 'Dean Smith', 'Roy Snell', 'Tim Faraday', 'Andrew Shield', ""Elwin 'Chopper' David"", 'Guy Ritchie']",['Guy Ritchie'],"['Thriller', 'Crime']","['Columbia Pictures Corporation', 'Screen Gems', 'SKA Films']"
590,392,en,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",Chocolat,"['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Judi Dench', 'Leslie Caron', 'Carrie-Anne Moss', 'Aurelien Parent Koenig', 'Lena Olin', 'Peter Stormare', 'John Wood', 'Antonio Gil', 'Hélène Cardona', ""Hugh O'Conor"", 'Victoire Thivisol', 'Gaelan Connell', 'Elisabeth Commelin', 'Ron Cook', 'Michèle Gleizer', 'Christianne Oliveira', 'Guillaume Tardieu', 'Harrison Pratt', 'Marion Hauducoeur']",['Lasse Hallström'],"['Comedy', 'Drama', 'Romance']","['Miramax Films', 'David Brown Productions', 'Fat Free']"
591,8859,en,"Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.","Dude, Where’s My Car?","['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson', 'Jennifer Garner', 'Marla Sokoloff', 'David Herman', 'Hal Sparks', ""Charlie O'Connell"", 'John Toles-Bey', 'Christian Middelthon', 'Dave Bannick', 'Turtle', 'Bob Clendenin', 'Mary Lynn Rajskub', 'Kevin Christy']",['Danny Leiner'],['Comedy'],"['Twentieth Century Fox Film Corporation', 'Alcon Entertainment']"
592,11688,en,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",The Emperor's New Groove,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick', 'Kellyann Kelso', 'Eli Russell Linnetz', 'Stephen J. Anderson', 'Bob Bergen', 'Patti Deutsch', 'John Fiedler']",['Mark Dindal'],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Walt Disney Feature Animation']"
593,3981,en,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",What Women Want,"['Helen Hunt', 'Mel Gibson', 'Marisa Tomei', 'Lauren Holly', 'Mark Feuerstein', 'Alan Alda', 'Ashley Johnson', 'Delta Burke', 'Diana Maria Riva', 'Eric Balfour', 'Judy Greer', 'Sarah Paulson', 'Bette Midler', 'Logan Lerman', 'Lisa Edelstein', 'Robin Pearson Rose', 'Christopher Emerson', 'Ashlee Turner', 'Sierra Pecheur', 'Valerie Perrine', 'Ana Gasteyer', 'Loretta Devine', 'Andrea Baker', 'Joe Petcka', 'Brian Callaway', 'Coburn Goss', 'Perry Cavitt', 'Crystal McKinney', 'Jeanne Marie Rice', 'Kathrin Middleton', 'Kelly Cooper', 'Palmer Davis', 'Katie Miller', 'Dana Waters', 'Gregory Cupoli', 'Alexondra Lee', 'Aviva Gale', 'Shirley Prestia', 'T. J. Thyne', 'Audrey Wasilewski', 'Angela Oh', 'Robert Briscoe Evans', 'Chris Rolfes', 'Katie Kneeland', ""Jeanine O'Connell"", 'Kelley Hazen', 'Brooke Elliott', 'Kristina Martin', 'Harmony Rousseau', 'Lisa Long', 'Heidi Helmer', 'Marla Martensen', 'Sally Meyers Kovler', 'Ashley Quirico', 'Regan Rohde', 'Liz Tannebaum', 'LeShay N. Tomlinson', 'Cristine Rose', 'Arden Myrin', 'Rachel Duncan', 'Alex McKenna', 'Regiane Gorski', 'Juliandra Gillen', 'Lisa Anne Hillman', 'Tracy Pacheco', 'Jamie Gutterman', 'Maggie Egan', 'Juanita Jennings', 'Hallie Meyers-Shyer', 'Kate Asner', 'Caryn Greenhut', 'Jennifer Greenhut', 'Marnie Mosiman', 'Nnenna Freelon', 'Gil Hacohen', 'Nancy Monsarat', 'Jacqueline Thomas', 'Rory Byrne', 'Victoria Garcia-Kelleher', 'Gertrude Wong', 'Andi Eystad', 'Greg Bronson', 'Kira Coplin', 'Kiva Dawson', 'David C. Fisher', 'Elizabeth Friedman', 'Judy Carmen Gonzalez', 'Melanie Good', 'Drew Howerton', 'Kimberly Lyon', 'TJ Martin', 'Krista McRoberts', 'Maureen Mendoza', 'Heidi Merrick', 'Oriah Miller', 'Robin Nance', ""Grace O'Neill"", 'Kristine Perchetti', 'Jean Sawin', 'Andy Schofield', 'Nancy Sinclair', 'Nicki Sixteen', 'Melinda Songer', 'Lauren Stewart', 'Tracey Stone', 'Dean Teaster', 'Gena Vazquez', 'Nancy Wetzel']",['Nancy Meyers'],"['Comedy', 'Romance']","['Paramount Pictures', 'Centropolis Entertainment', 'Icon Entertainment International', 'Wind Dancer Productions']"
594,8358,en,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",Cast Away,"['Tom Hanks', 'Helen Hunt', 'Chris Noth', 'Paul Sanchez', 'Lari White', 'Leonid Citer', 'David Allen Brooks', 'Semion Sudarikov', 'Peter von Berg', 'Dmitri S. Boudrine', 'Nick Searcy', 'François Duhamel', 'Michael Forest', 'Lauren Birkell']",['Robert Zemeckis'],"['Adventure', 'Drama']","['DreamWorks SKG', 'Twentieth Century Fox Film Corporation', 'Playtone', 'ImageMovers']"
595,5994,en,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",The Family Man,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Saul Rubinek', 'Amber Valletta', 'Makenzie Vega Norfolk', 'Ryan Milkovich', 'Jake Milkovich', 'Lisa Thornhill', 'Jeremy Piven', 'Christopher Breslin']",['Brett Ratner'],"['Comedy', 'Drama', 'Romance', 'Fantasy']",['Universal Pictures']
596,1493,en,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",Miss Congeniality,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine', 'Candice Bergen', 'William Shatner', 'Ernie Hudson', 'John DiResta', 'Heather Burns', 'Melissa De Sousa', 'Steve Monroe', 'Deirdre Quinn', 'Wendy Raquel Robinson', 'Asia De Marcos', 'Ken Thomas', 'Gabriel Folse', 'Leeanne Locken', 'John Cann']",['Donald Petrie'],"['Comedy', 'Crime', 'Action']","['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Fortis Films']"
597,134,en,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.","O Brother, Where Art Thou?","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman', 'Holly Hunter', 'Chris Thomas King', 'Charles Durning', 'Del Pentecost', 'Michael Badalucco', 'J.R. Horne', 'Brian Reddy', 'Wayne Duvall', 'Ed Gale', 'Ray McKinnon', 'Daniel von Bargen', 'Mia Tate', 'Musetta Vander', 'Christy Taylor', 'Millford Fortenberry', 'Frank Collison', 'Quinn Gasaway', 'Lee Weaver', 'Stephen Root']",['Joel Coen'],"['Action', 'Adventure', 'Comedy']","['Universal Pictures', 'Mike Zoss Productions', 'Studio Canal', 'Touchstone Pictures', 'Working Title Films']"
598,1900,en,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",Traffic,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones', ""Michael O'Neill"", 'Catherine Zeta-Jones', 'Dennis Quaid', 'Erika Christensen', 'Don Cheadle', 'Stacey Travis', 'Benjamin Bratt', 'Miguel Ferrer', 'Joel Torres', 'Beau Holden', 'Jeremy Fitzgerald', 'Mary Pat Gleason', 'Michael Saucedo', 'Jose Yenque', 'Emilio Rivera', 'Jessica Yoshimura', 'Salma Hayek', 'Topher Grace', 'Albert Finney', 'Luis Guzmán', 'Viola Davis', 'Clifton Collins Jr']",['Steven Soderbergh'],"['Thriller', 'Drama', 'Crime']","['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']"
599,2018,en,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",The Wedding Planner,"['Jennifer Lopez', 'Matthew McConaughey', 'Justin Chambers', 'Joanna Gleason', 'Lou Myers', 'Kathy Najimy', 'Charles Kimbrough', 'Judy Greer', 'Bridgette Wilson', 'Alex Rocco', 'Kevin Pollak', 'Fred Willard', 'Frances Bay', 'Philip Pavel', 'Natalia Jaroszyk', 'Fabiana Udenio', 'Susan Mosher']",['Adam Shankman'],['Comedy'],"['Columbia Pictures Corporation', 'Intermedia Films', 'Dee Gee Entertainment', 'Tapestry Films', 'Prufrock Pictures', 'IMF Internationale Medien und Film GmbH & Co. Produktions KG']"
600,96,en,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",Beverly Hills Cop II,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Ronny Cox', 'Paul Reiser', 'Gilbert R. Hill', 'Brigitte Nielsen', 'Dean Stockwell', 'Jürgen Prochnow', 'Allen Garfield', 'Paul Guilfoyle', 'Robert Ridgely', 'Chris Rock', 'Gilbert Gottfried', ""Brian O'Connor"", 'Alice Adair', 'Eugene Butler', 'Peggy McIntaggart', 'Darryl Henriques', 'Tom Lister Jr.', 'Rebecca Ferratti', 'Kymberly Herrin', 'Hugh M. Hefner', 'Carrie Leigh', 'Teal Roberts', 'Ola Ray', 'Kopi Sotiropulos']",['Tony Scott'],"['Action', 'Comedy', 'Crime']","['Paramount Pictures', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']"
601,90,en,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",Beverly Hills Cop,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Ronny Cox', 'Paul Reiser', 'Gilbert R. Hill', 'Lisa Eilbacher', 'Steven Berkoff', 'James Russo', 'Jonathan Banks', 'Stephen Elliott', 'Bronson Pinchot', 'Michael Champion', 'Michael Gregory', 'Rick Overton', 'Damon Wayans', 'Art Kimbro', 'Joel Bailey']",['Martin Brest'],"['Action', 'Comedy', 'Crime']","['Paramount Pictures', 'Eddie Murphy Productions']"
602,10110,en,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor named Basie, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",Empire of the Sun,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers', 'Ben Stiller', 'Joe Pantoliano', 'Leslie Phillips', 'Masatō Ibu', 'Emily Richard', 'Rupert Frazer', 'Peter Galea', 'Takatarô Kataoka', 'David Neidorf', 'Ralph Seymour', 'Robert Stephens', 'Zhai Nai She', 'Guts Ishimatsu', 'Emma Piper', 'Jack Dearlove', 'Anna Turner', 'Ann Castle', 'Yvonne Gilan', 'Ralph Michael', 'Sybil Maas', 'Barrie Houghton', 'James Walker']",['Steven Spielberg'],"['Drama', 'History', 'War']","['Amblin Entertainment', 'Warner Bros.']"
603,764,en,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",The Evil Dead,"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly', 'Sam Raimi', 'Philip A. Gillis', 'Dorothy Tapert', 'Cheryl Guttridge', 'Barbara Carey']",['Sam Raimi'],['Horror'],['Renaissance Pictures']
604,1547,en,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,The Lost Boys,"['Jason Patric', 'Corey Haim', 'Corey Feldman', 'Dianne Wiest', 'Kiefer Sutherland', 'Jami Gertz', 'Edward Herrmann', 'Jamison Newlander', 'Billy Wirth', 'Alex Winter', 'Chance Michael Corbitt', 'Barnard Hughes', 'Brooke McCarter', 'Alexander Bacan Chapman', 'Nori Morgan', 'Kelly Jo Minter', 'Todd Feder', 'Christopher Peters', 'Keith Butterfield', 'Gerald Younggren', 'Eric Graves', 'J. Dinan Myrtetus', 'Timmy Cappello', 'Jim Turner', 'Tony Cain', 'Melanie Bishop', 'Nicole Vigil']",['Joel Schumacher'],"['Horror', 'Comedy']",['Warner Bros.']
605,9740,en,"After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.",Hannibal,"['Anthony Hopkins', 'Julianne Moore', 'Gary Oldman', 'Ray Liotta', 'Frankie Faison', 'Giancarlo Giannini', 'Francesca Neri', 'Zeljko Ivanek', 'Hazelle Goodman', 'David Andrews', 'Francis Guinan', 'James Opher', 'Enrico Lo Verso', 'Ivano Marescotti', 'Fabrizio Gifuni', 'Alex Corrado', 'Marco Greco', 'Robert Rietty', 'Terry Serpico', 'Boyd Kestner', 'Peter Shaw', 'Kent Linville', 'Don McManus', 'Harold Ginn', 'Ted Koch', 'William Powell-Blair', 'Aaron Craig', 'Andrea Piedimonte', 'Ennio Coltorti', 'Philip Ettington']",['Ridley Scott'],"['Crime', 'Drama', 'Thriller', 'Horror']","['Universal Pictures', 'Scott Free Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']"
606,6073,en,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",The Mexican,"['Brad Pitt', 'Julia Roberts', 'James Gandolfini', 'J.K. Simmons', 'Gene Hackman', 'Bob Balaban', 'Michael Cerveris', 'Richard Coca', 'David Krumholtz', 'Castulo Guerra', 'Salvador Sánchez', 'Jeremy Roberts', 'José Carlos Rodríguez', 'Daniel Escobar']",['Gore Verbinski'],"['Action', 'Comedy', 'Crime', 'Romance']","['DreamWorks SKG', 'Newmarket Capital Group', 'Lawrence Bender Productions', 'Pistolero Productions LLC']"
607,853,en,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,Enemy at the Gates,"['Jude Law', 'Rachel Weisz', 'Ed Harris', 'Joseph Fiennes', 'Bob Hoskins', 'Ron Perlman', 'Eva Mattes', 'Gabriel Thomson', 'Matthias Habich', 'Alexander Schwan', 'Lenn Kudrjawizki', 'Gennadi Vengerov', 'Dan van Husen', 'Ivan Shvedoff', 'Sophie Rois', 'Mikhail Matveev', 'Philip Ettington']",['Jean-Jacques Annaud'],['War'],"['Paramount Pictures', 'Swanford Films', 'Mandalay Pictures', 'Little Bird', 'KC Medien', 'Reperage', 'DOS', 'MP Film Management']"
608,77,en,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",Memento,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Stephen Tobolowsky', 'Harriet Sansom Harris', 'Callum Keith Rennie', 'Larry Holden', 'Jorja Fox', 'Russ Fega', 'Thomas Lennon', 'Kimberly Campbell', 'Marianne Muellerleile']",['Christopher Nolan'],"['Mystery', 'Thriller']","['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']"
609,10054,en,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",Spy Kids,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming', 'Teri Hatcher', 'Cheech Marin', 'Danny Trejo', 'Robert Patrick', 'Tony Shalhoub', 'Richard Linklater', 'Mike Judge', 'Guillermo Navarro', 'Johnny Reno', 'Shannon Shea', 'George Clooney']",['Robert Rodriguez'],"['Action', 'Comedy', 'Family', 'Adventure']","['Dimension Films', 'Troublemaker Studios', 'Miramax']"
610,55,es,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,Amores perros,"['Gael García Bernal', 'Vanessa Bauche', 'Goya Toledo', 'Alvaro Guerrero', 'Emilio Echevarría', 'Jorge Salinas', 'Rodrigo Murray', 'Humberto Busto', 'Gerardo Campbell', 'Rosa María Bianchi', 'Dunia Saldívar', 'Adriana Barraza', 'José Sefami', 'Lourdes Echevarría', 'Marco Pérez', 'Laura Almela', 'Gustavo Sánchez Parra', 'Dagoberto Gama', 'Rodrigo Ostap', 'Patricio Castillo', 'Roberto Medina', 'Carlos Samperio', 'Mauricio Martínez', 'Ricardo Dalmacci', 'Gustavo Muñoz']",['Alejandro González Iñárritu'],"['Drama', 'Thriller']","['Altavista Films', 'Zeta Film']"
611,2043,en,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",Along Came a Spider,"['Morgan Freeman', 'Monica Potter', 'Michael Wincott', 'Dylan Baker', 'Mika Boorem', 'Anton Yelchin', 'Jay O. Sanders', 'Billy Burke', 'Michael Moriarty', 'Penelope Ann Miller', 'Raoul Ganeev']",['Lee Tamahori'],"['Crime', 'Mystery', 'Thriller', 'Action']","['Paramount Pictures', 'AZL Productions KG', 'David Brown Productions', 'MFP Munich Film Partners', 'Phase 1 Productions', 'Revelations Entertainment']"
612,4133,en,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",Blow,"['Johnny Depp', 'Penélope Cruz', 'Ethan Suplee', 'Ray Liotta', 'Franka Potente', 'Rachel Griffiths', 'Paul Reubens', 'Jordi Mollà', 'Cliff Curtis', 'Miguel Sandoval', 'Kevin Gage', 'Max Perlich', 'Jesse James', 'Lola Glaudini', 'Emma Roberts', 'Jaime King', 'Miguel Pérez', 'Dan Ferro', 'Tony Amendola', 'Bobcat Goldthwait', 'Michael Tucci', 'Monet Mazur', 'Jennifer Gimenez', 'Julia Vera', 'Elizabeth Rodriguez', 'Ted Demme', 'John Harrington Bland', 'Brantley Bush', 'Jimmy Burke', 'Genevieve Maylam', 'Tracy Falco', 'Pamela Abdy', 'Kevin Chapman', 'Daniel Escobar']",['Ted Demme'],"['Crime', 'Drama']",['New Line Cinema']
613,634,en,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",Bridget Jones's Diary,"['Renée Zellweger', 'Colin Firth', 'Hugh Grant', 'Gemma Jones', 'Jim Broadbent', 'James Callis', 'Sally Phillips', 'Shirley Henderson', 'Embeth Davidtz', 'Lisa Barbuscia', 'Celia Imrie', 'James Faulkner', 'Charmian May', 'Paul Brooke', 'Felicity Montagu', 'Charlie Caine', 'Gareth Marks', 'Dolly Wells', 'Sara Stockbridge', 'Neil Pearson', 'Stefan Booth', 'Donald Douglas', 'Dominic McHale']",['Sharon Maguire'],"['Comedy', 'Romance', 'Drama']","['Miramax Films', 'Universal Pictures', 'Studio Canal', 'Working Title Films', 'Little Bird']"
614,111,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",Scarface,"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia', 'Miriam Colón', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar', 'Arnaldo Santana', 'Pepe Serna', 'Michael P. Moran', 'Al Israel', 'Dennis Holahan', 'Mark Margolis', 'John Carter', 'Michael Alldredge', 'Ted Beniades', 'Richard Belzer', 'John Brandon', 'Tony Perez', 'Garnett Smith', 'Gil Barreto', 'Victor Campos', 'Rene Carrasco', 'Albert Carrier', 'Gary Carlos Cervantes', 'Carlos Augusto Cestero', 'Roberto Contreras', 'Gregory Cruz', ""Dante D'Andre"", 'Ben Frommer', 'Ronald G. Joseph', 'Mario Machado', 'John McCann', 'Victor Millan', 'Santos Morales', 'Mike Moroff', 'Manuel Padilla Jr.', 'Michael Rougas', 'Geno Silva', 'Charles A. Tamburro', 'Angela Aames', 'Lee Benton', 'Lana Clarkson', 'Ava Lazar', 'Shelley Taylor Morgan', 'Emilia Crow', 'Margaret Michaels', 'Katt Shea', 'Barclay DeVeau', 'Charles Durning', 'Dennis Franz', 'Linda Gillen', 'Gregg Henry', 'Kevyn Major Howard', 'Henry Kingi', 'Jorge Porcel', 'Brett Ratner', 'Marcus Shirock', 'Maxine Wasa', 'Ilka Tanya Payán']",['Brian De Palma'],"['Action', 'Crime', 'Drama', 'Thriller']",['Universal Pictures']
